sp_creole,dbh_cm,ht_m,ba_m2,plot_no,plot_shp,plot_area,genus
kampech,8.0,,0.005026548245743669,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.0,,0.0028274333882308137,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,7.0,,0.003848451000647497,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,7.5,,0.004417864669110647,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.0,,0.0028274333882308137,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,28.0,,0.06157521601035995,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,16.3,,0.020867243803306804,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.0,,0.0028274333882308137,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,8.2,,0.005281017250684441,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.4,,0.003216990877275948,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,11.8,,0.010935884027146072,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,9.8,7.0,0.0075429639612690945,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,16.0,,0.020106192982974676,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,8.2,,0.005281017250684441,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.0,,0.0028274333882308137,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,8.0,,0.005026548245743669,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,8.0,,0.005026548245743669,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.0,,0.0028274333882308137,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,5.3,,0.002206183440983432,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.0,,0.0028274333882308137,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,11.0,,0.009503317777109124,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,9.5,,0.007088218424661971,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.0,,0.0028274333882308137,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,9.0,,0.0063617251235193305,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,9.3,,0.006792908715224532,31,Pewpapay.shp,0.628439,Haematoxylon
bayawonn,6.8,,0.0036316811075498014,31,Pewpapay.shp,0.628439,Prosopis
bwa let,6.3,,0.0031172453105244723,31,Pewpapay.shp,0.628439,Sapium
bwa let,6.0,,0.0028274333882308137,31,Pewpapay.shp,0.628439,Sapium
bwa let,5.3,,0.002206183440983432,31,Pewpapay.shp,0.628439,Sapium
kampech,9.3,,0.006792908715224532,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,11.0,,0.009503317777109124,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,8.8,,0.006082123377349841,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,10.5,,0.008659014751456867,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,17.0,,0.02269800692218626,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,5.5,,0.002375829444277281,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,5.5,,0.002375829444277281,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,16.5,,0.021382464998495533,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.8,,0.0036316811075498014,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,25.8,,0.052279243348387745,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,14.0,,0.015393804002589988,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,13.7,,0.014741138128806702,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,5.7,,0.0025517586328783095,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,5.0,,0.001963495408493621,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,10.0,,0.007853981633974483,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,30.0,,0.07068583470577035,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,7.5,,0.004417864669110647,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,9.8,,0.0075429639612690945,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,8.0,,0.005026548245743669,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,7.0,,0.003848451000647497,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,15.0,,0.017671458676442587,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,29.8,,0.06974649850234699,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,13.6,,0.014526724430199206,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,8.0,,0.005026548245743669,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,16.5,6.0,0.021382464998495533,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.0,,0.0028274333882308137,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,7.0,,0.003848451000647497,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,8.6,,0.005808804816487527,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,10.8,,0.009160884177867838,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,22.2,,0.03870756308487984,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,8.0,,0.005026548245743669,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,13.4,,0.014102609421964583,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,7.2,,0.004071504079052372,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,8.0,,0.005026548245743669,31,Pewpapay.shp,0.628439,Haematoxylon
bwa let,6.3,,0.0031172453105244723,31,Pewpapay.shp,0.628439,Sapium
bwa let,6.4,,0.003216990877275948,31,Pewpapay.shp,0.628439,Sapium
bwa let,7.4,,0.004300840342764428,31,Pewpapay.shp,0.628439,Sapium
kampech,5.6,,0.0024630086404143973,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,5.2,,0.0021237166338267006,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,5.9,,0.002733971006786518,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,15.9,,0.01985565096885089,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,14.0,,0.015393804002589988,31,Pewpapay.shp,0.628439,Haematoxylon
nim,11.4,,0.010207034531513238,31,Pewpapay.shp,0.628439,Azadirachta
kampech,5.0,,0.001963495408493621,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,63.3,7.0,0.31470040469356014,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,9.5,,0.007088218424661971,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.0,,0.0028274333882308137,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,8.0,,0.005026548245743669,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.0,,0.0028274333882308137,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,17.0,,0.02269800692218626,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,14.0,,0.015393804002589988,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,10.0,,0.007853981633974483,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,11.3,,0.010028749148422018,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,6.9,,0.0037392806559352516,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,52.0,,0.21237166338267005,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,22.8,,0.04082813812605295,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,18.0,,0.025446900494077322,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,13.0,,0.013273228961416878,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,9.8,,0.0075429639612690945,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,17.0,,0.02269800692218626,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,26.3,7.6,0.05432520556403811,31,Pewpapay.shp,0.628439,Haematoxylon
papay,15.5,,0.018869190875623696,31,Pewpapay.shp,0.628439,Carica
kampech,11.0,,0.009503317777109124,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,16.2,,0.020611989400202632,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,34.0,7.0,0.09079202768874504,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,37.0,7.5,0.10752100856911066,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,37.8,,0.11222083117888096,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,49.8,,0.19478188611522076,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,18.0,4.5,0.025446900494077322,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,43.0,5.0,0.14522012041218818,31,Pewpapay.shp,0.628439,Haematoxylon
gwayav,5.5,4.5,0.002375829444277281,31,Pewpapay.shp,0.628439,Psidium
kampech,33.0,7.0,0.08552985999398213,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,17.3,7.0,0.023506181632322234,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,49.5,7.0,0.19244218498645976,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,25.0,7.0,0.04908738521234052,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,18.3,7.0,0.026302199094017143,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,17.0,6.0,0.02269800692218626,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,28.4,7.5,0.06334707426698458,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,30.0,8.0,0.07068583470577035,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,36.8,7.5,0.10636176087993603,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,19.4,5.0,0.029559245277626354,31,Pewpapay.shp,0.628439,Haematoxylon
kampech,23.5,4.6,0.04337361357362408,32,Pewpapay2.shp,0.891474,Haematoxylon
kajou,11.6,4.2,0.010568317686676062,32,Pewpapay2.shp,0.891474,Swietenia
kajou,8.5,,0.005674501730546565,32,Pewpapay2.shp,0.891474,Swietenia
kajou,14.2,3.0,0.015836768566746144,32,Pewpapay2.shp,0.891474,Swietenia
bayawonn,9.3,,0.006792908715224532,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,10.9,,0.009331315579325082,32,Pewpapay2.shp,0.891474,Prosopis
bwa nwa,6.2,,0.003019070540099791,32,Pewpapay2.shp,0.891474,Guatteria
delen,43.0,10.0,0.14522012041218818,32,Pewpapay2.shp,0.891474,Leucaena
bwa nwa,6.7,,0.003525652355491146,32,Pewpapay2.shp,0.891474,Guatteria
zakasya,13.6,9.0,0.014526724430199206,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.4,,0.018626502843133885,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.3,,0.018385385606970867,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.0,,0.017671458676442587,32,Pewpapay2.shp,0.891474,Acacia
kampech,14.2,,0.015836768566746144,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,11.0,,0.009503317777109124,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,8.6,,0.005808804816487527,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,14.0,,0.015393804002589988,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,12.0,,0.011309733552923255,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,12.2,,0.01168986626400762,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,14.6,,0.016741547250980007,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,21.0,,0.03463605900582747,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,16.0,,0.020106192982974676,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,11.0,,0.009503317777109124,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,23.5,,0.04337361357362408,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,22.5,,0.03976078202199582,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,13.5,,0.014313881527918496,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,16.0,,0.020106192982974676,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,21.0,,0.03463605900582747,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,11.0,,0.009503317777109124,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,13.5,,0.014313881527918496,32,Pewpapay2.shp,0.891474,Haematoxylon
zakasya,21.0,7.2,0.03463605900582747,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.7,,0.019359279329583704,32,Pewpapay2.shp,0.891474,Acacia
bayawonn,24.1,7.6,0.0456167107282872,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,26.3,,0.05432520556403811,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,54.0,,0.22902210444669593,32,Pewpapay2.shp,0.891474,Prosopis
zakasya,21.0,9.5,0.03463605900582747,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.7,8.6,0.019359279329583704,32,Pewpapay2.shp,0.891474,Acacia
zakasya,18.0,9.0,0.025446900494077322,32,Pewpapay2.shp,0.891474,Acacia
zakasya,14.0,,0.015393804002589988,32,Pewpapay2.shp,0.891474,Acacia
zakasya,14.0,,0.015393804002589988,32,Pewpapay2.shp,0.891474,Acacia
zakasya,14.3,,0.016060607043314423,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.0,9.0,0.017671458676442587,32,Pewpapay2.shp,0.891474,Acacia
zakasya,17.5,9.4,0.02405281875404685,32,Pewpapay2.shp,0.891474,Acacia
zakasya,12.0,,0.011309733552923255,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.2,,0.018145839167134643,32,Pewpapay2.shp,0.891474,Acacia
zakasya,12.3,,0.011882288814039998,32,Pewpapay2.shp,0.891474,Acacia
zakasya,12.1,,0.01149901451030204,32,Pewpapay2.shp,0.891474,Acacia
zakasya,12.2,,0.01168986626400762,32,Pewpapay2.shp,0.891474,Acacia
sed,8.0,,0.005026548245743669,32,Pewpapay2.shp,0.891474,Cedrela
sed,9.8,,0.0075429639612690945,32,Pewpapay2.shp,0.891474,Cedrela
zakasya,16.0,,0.020106192982974676,32,Pewpapay2.shp,0.891474,Acacia
zakasya,12.3,,0.011882288814039998,32,Pewpapay2.shp,0.891474,Acacia
zakasya,11.5,,0.010386890710931254,32,Pewpapay2.shp,0.891474,Acacia
zakasya,14.0,,0.015393804002589988,32,Pewpapay2.shp,0.891474,Acacia
zakasya,17.6,10.0,0.024328493509399363,32,Pewpapay2.shp,0.891474,Acacia
zakasya,9.5,,0.007088218424661971,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.0,,0.017671458676442587,32,Pewpapay2.shp,0.891474,Acacia
zakasya,13.2,,0.01368477759903714,32,Pewpapay2.shp,0.891474,Acacia
bayawonn,31.0,,0.07547676350249478,32,Pewpapay2.shp,0.891474,Prosopis
kampech,6.5,,0.0033183072403542195,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,23.3,,0.04263848089268407,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,6.6,,0.003421194399759285,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,12.0,,0.011309733552923255,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,13.5,,0.014313881527918496,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,32.0,5.2,0.0804247719318987,32,Pewpapay2.shp,0.891474,Haematoxylon
delen,18.5,7.2,0.026880252142277666,32,Pewpapay2.shp,0.891474,Leucaena
kampech,17.0,,0.02269800692218626,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,14.2,,0.015836768566746144,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,22.3,,0.03905706526759171,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,23.0,6.0,0.04154756284372502,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,19.0,,0.028352873698647883,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,14.0,,0.015393804002589988,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,22.3,,0.03905706526759171,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,17.5,,0.02405281875404685,32,Pewpapay2.shp,0.891474,Haematoxylon
delen,18.0,,0.025446900494077322,32,Pewpapay2.shp,0.891474,Leucaena
delen,21.5,,0.036305030103047045,32,Pewpapay2.shp,0.891474,Leucaena
bayawonn,15.8,4.6,0.019606679751053898,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,12.1,,0.01149901451030204,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,14.0,,0.015393804002589988,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,12.0,,0.011309733552923255,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,12.5,,0.01227184630308513,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,13.6,,0.014526724430199206,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,16.3,,0.020867243803306804,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,12.3,,0.011882288814039998,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,11.5,,0.010386890710931254,32,Pewpapay2.shp,0.891474,Prosopis
kampech,9.3,,0.006792908715224532,32,Pewpapay2.shp,0.891474,Haematoxylon
bayawonn,5.8,,0.0026420794216690155,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,5.3,,0.002206183440983432,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,5.8,,0.0026420794216690155,32,Pewpapay2.shp,0.891474,Prosopis
nim,26.0,,0.05309291584566751,32,Pewpapay2.shp,0.891474,Azadirachta
bayawonn,15.5,,0.018869190875623696,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,15.9,6.5,0.01985565096885089,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,20.0,6.6,0.031415926535897934,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,24.0,,0.04523893421169302,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,33.5,7.5,0.08814130888727865,32,Pewpapay2.shp,0.891474,Prosopis
zakasya,22.5,10.6,0.03976078202199582,32,Pewpapay2.shp,0.891474,Acacia
zakasya,17.0,,0.02269800692218626,32,Pewpapay2.shp,0.891474,Acacia
zakasya,20.0,,0.031415926535897934,32,Pewpapay2.shp,0.891474,Acacia
zakasya,21.0,,0.03463605900582747,32,Pewpapay2.shp,0.891474,Acacia
zakasya,12.5,,0.01227184630308513,32,Pewpapay2.shp,0.891474,Acacia
zakasya,18.5,,0.026880252142277666,32,Pewpapay2.shp,0.891474,Acacia
zakasya,21.7,9.0,0.03698361411622244,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.4,,0.018626502843133885,32,Pewpapay2.shp,0.891474,Acacia
zakasya,14.7,,0.016971668912855457,32,Pewpapay2.shp,0.891474,Acacia
zakasya,19.3,8.3,0.029255296188391556,32,Pewpapay2.shp,0.891474,Acacia
zakasya,16.5,,0.021382464998495533,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.0,,0.017671458676442587,32,Pewpapay2.shp,0.891474,Acacia
zakasya,18.0,,0.025446900494077322,32,Pewpapay2.shp,0.891474,Acacia
zakasya,17.5,,0.02405281875404685,32,Pewpapay2.shp,0.891474,Acacia
zakasya,28.0,8.8,0.06157521601035995,32,Pewpapay2.shp,0.891474,Acacia
zakasya,18.5,7.0,0.026880252142277666,32,Pewpapay2.shp,0.891474,Acacia
zakasya,13.5,,0.014313881527918496,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.8,6.8,0.019606679751053898,32,Pewpapay2.shp,0.891474,Acacia
zakasya,15.3,,0.018385385606970867,32,Pewpapay2.shp,0.891474,Acacia
zakasya,13.4,,0.014102609421964583,32,Pewpapay2.shp,0.891474,Acacia
bayawonn,13.0,,0.013273228961416878,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,9.0,4.4,0.0063617251235193305,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,13.6,,0.014526724430199206,32,Pewpapay2.shp,0.891474,Prosopis
kampech,22.2,,0.03870756308487984,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,37.0,6.8,0.10752100856911066,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,9.6,,0.007238229473870883,32,Pewpapay2.shp,0.891474,Haematoxylon
bayawonn,13.5,4.0,0.014313881527918496,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,8.6,,0.005808804816487527,32,Pewpapay2.shp,0.891474,Prosopis
bayawonn,16.0,4.0,0.020106192982974676,32,Pewpapay2.shp,0.891474,Prosopis
kampech,36.0,7.8,0.10178760197630929,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,35.0,7.3,0.0962112750161874,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,24.7,7.0,0.047916356550714925,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,25.0,,0.04908738521234052,32,Pewpapay2.shp,0.891474,Haematoxylon
kampech,18.0,,0.025446900494077322,32,Pewpapay2.shp,0.891474,Haematoxylon
bayawonn,5.5,6.0,0.002375829444277281,33,Rantnovi.shp,0.311403,Prosopis
bayawonn,5.1,,0.0020428206229967626,33,Rantnovi.shp,0.311403,Prosopis
bayawonn,10.2,12.0,0.00817128249198705,33,Rantnovi.shp,0.311403,Prosopis
bayawonn,12.0,,0.011309733552923255,33,Rantnovi.shp,0.311403,Prosopis
bayawonn,5.1,,0.0020428206229967626,33,Rantnovi.shp,0.311403,Prosopis
bayawonn,12.0,,0.011309733552923255,33,Rantnovi.shp,0.311403,Prosopis
palmis,10.9,,0.009331315579325082,33,Rantnovi.shp,0.311403,Roystonea
bayawonn,9.2,,0.006647610054996002,33,Rantnovi.shp,0.311403,Prosopis
kas,8.2,,0.005281017250684441,33,Rantnovi.shp,0.311403,Cassia
kas,8.1,,0.005152997350050658,33,Rantnovi.shp,0.311403,Cassia
kas,9.7,,0.0073898113194065885,33,Rantnovi.shp,0.311403,Cassia
kas,12.3,10.0,0.011882288814039998,33,Rantnovi.shp,0.311403,Cassia
kas,10.5,9.8,0.008659014751456867,33,Rantnovi.shp,0.311403,Cassia
kas,8.3,,0.005410607947645022,33,Rantnovi.shp,0.311403,Cassia
kas,10.0,,0.007853981633974483,33,Rantnovi.shp,0.311403,Cassia
bwa pine,9.0,,0.0063617251235193305,33,Rantnovi.shp,0.311403,Zanthoxylum
bwa pine,5.0,,0.001963495408493621,33,Rantnovi.shp,0.311403,Zanthoxylum
bwa pine,9.1,,0.00650388219109427,33,Rantnovi.shp,0.311403,Zanthoxylum
zaboka,38.0,,0.11341149479459153,33,Rantnovi.shp,0.311403,Persea
zamann,8.6,,0.005808804816487527,33,Rantnovi.shp,0.311403,Terminalia
sikren,5.5,,0.002375829444277281,33,Rantnovi.shp,0.311403,Inga
kas,10.0,,0.007853981633974483,33,Rantnovi.shp,0.311403,Cassia
bwa dom,12.0,,0.011309733552923255,33,Rantnovi.shp,0.311403,Guazuma
bwa savann,11.0,12.0,0.009503317777109124,33,Rantnovi.shp,0.311403,Vitex
bwa savann,5.1,,0.0020428206229967626,33,Rantnovi.shp,0.311403,Vitex
kaymit,8.3,,0.005410607947645022,33,Rantnovi.shp,0.311403,Chrysophyllum
mango,12.0,,0.011309733552923255,33,Rantnovi.shp,0.311403,Mangifera
kaymit,6.3,,0.0031172453105244723,33,Rantnovi.shp,0.311403,Chrysophyllum
mango,6.5,,0.0033183072403542195,33,Rantnovi.shp,0.311403,Mangifera
satanye,12.6,,0.012468981242097889,33,Rantnovi.shp,0.311403,Cupania
satanye,5.5,,0.002375829444277281,33,Rantnovi.shp,0.311403,Cupania
kampech,12.8,,0.012867963509103792,33,Rantnovi.shp,0.311403,Haematoxylon
kampech,5.5,,0.002375829444277281,33,Rantnovi.shp,0.311403,Haematoxylon
satanye,14.5,,0.01651299638543135,33,Rantnovi.shp,0.311403,Cupania
satanye,10.5,,0.008659014751456867,33,Rantnovi.shp,0.311403,Cupania
satanye,12.5,,0.01227184630308513,33,Rantnovi.shp,0.311403,Cupania
palmis,44.3,,0.1541336041685858,33,Rantnovi.shp,0.311403,Roystonea
mango,44.5,,0.15552847130677971,33,Rantnovi.shp,0.311403,Mangifera
sikren,8.2,,0.005281017250684441,33,Rantnovi.shp,0.311403,Inga
kaymit,6.1,7.5,0.002922466566001905,33,Rantnovi.shp,0.311403,Chrysophyllum
kas,13.0,,0.013273228961416878,33,Rantnovi.shp,0.311403,Cassia
kas,12.5,,0.01227184630308513,33,Rantnovi.shp,0.311403,Cassia
kas,7.4,,0.004300840342764428,33,Rantnovi.shp,0.311403,Cassia
kas,6.1,,0.002922466566001905,33,Rantnovi.shp,0.311403,Cassia
kas,10.1,8.0,0.008011846664817369,33,Rantnovi.shp,0.311403,Cassia
kas,6.5,,0.0033183072403542195,33,Rantnovi.shp,0.311403,Cassia
mango,6.2,,0.003019070540099791,33,Rantnovi.shp,0.311403,Mangifera
bwa blan,5.3,6.0,0.002206183440983432,33,Rantnovi.shp,0.311403,Phyllostylon
kas,14.3,,0.016060607043314423,33,Rantnovi.shp,0.311403,Cassia
kas,14.7,,0.016971668912855457,33,Rantnovi.shp,0.311403,Cassia
kas,5.1,,0.0020428206229967626,33,Rantnovi.shp,0.311403,Cassia
bwa palmis,6.0,,0.0028274333882308137,33,Rantnovi.shp,0.311403,Andira
bwa palmis,6.0,,0.0028274333882308137,33,Rantnovi.shp,0.311403,Andira
kas,7.0,,0.003848451000647497,33,Rantnovi.shp,0.311403,Cassia
bwa dom,17.4,,0.023778714795021142,33,Rantnovi.shp,0.311403,Guazuma
sikren,11.0,,0.009503317777109124,33,Rantnovi.shp,0.311403,Inga
sikren,6.1,,0.002922466566001905,33,Rantnovi.shp,0.311403,Inga
sikren,8.1,,0.005152997350050658,33,Rantnovi.shp,0.311403,Inga
palmis,33.4,,0.08761587751596572,33,Rantnovi.shp,0.311403,Roystonea
bwa dom,10.0,,0.007853981633974483,33,Rantnovi.shp,0.311403,Guazuma
bwa dom,5.8,,0.0026420794216690155,33,Rantnovi.shp,0.311403,Guazuma
bwa dom,6.0,,0.0028274333882308137,33,Rantnovi.shp,0.311403,Guazuma
pendoula,6.0,,0.0028274333882308137,33,Rantnovi.shp,0.311403,Citharexylum
bwa dom,6.4,,0.003216990877275948,33,Rantnovi.shp,0.311403,Guazuma
bwa pine,12.0,,0.011309733552923255,33,Rantnovi.shp,0.311403,Zanthoxylum
mango,39.5,,0.12254174844408688,33,Rantnovi.shp,0.311403,Mangifera
saman,6.0,,0.0028274333882308137,33,Rantnovi.shp,0.311403,Albizia
palmis,33.3,,0.08709201694097962,33,Rantnovi.shp,0.311403,Roystonea
kaymit,7.7,,0.004656625710783471,33,Rantnovi.shp,0.311403,Chrysophyllum
kaymit,8.5,,0.005674501730546565,33,Rantnovi.shp,0.311403,Chrysophyllum
bwa blan,5.5,,0.002375829444277281,33,Rantnovi.shp,0.311403,Phyllostylon
delen,6.2,,0.003019070540099791,33,Rantnovi.shp,0.311403,Leucaena
bwa pine,11.7,,0.010751315458747667,33,Rantnovi.shp,0.311403,Zanthoxylum
gommier,5.0,,0.001963495408493621,33,Rantnovi.shp,0.311403,Acacia
kampech,37.0,14.0,0.10752100856911066,33,Rantnovi.shp,0.311403,Haematoxylon
kampech,30.6,14.0,0.07354154242788347,33,Rantnovi.shp,0.311403,Haematoxylon
zoranj dous,17.2,,0.023235219265950107,33,Rantnovi.shp,0.311403,Citrus
zoranj dous,14.2,,0.015836768566746144,33,Rantnovi.shp,0.311403,Citrus
zoranj dous,10.0,,0.007853981633974483,33,Rantnovi.shp,0.311403,Citrus
kampech,7.7,,0.004656625710783471,33,Rantnovi.shp,0.311403,Haematoxylon
kampech,7.5,,0.004417864669110647,33,Rantnovi.shp,0.311403,Haematoxylon
kas,9.5,,0.007088218424661971,33,Rantnovi.shp,0.311403,Cassia
mango,30.5,9.0,0.07306166415004763,33,Rantnovi.shp,0.311403,Mangifera
